f1289	0.205045
f672	0.198716
f1184	0.18786
f488	0.187842
f228	0.185383
f322	0.184619
f76	0.184437
f1856	0.183478
f519	0.183406
f1331	0.182998
f814	0.182631
f1193	0.182481
f689	0.182422
f1172	0.182398
f1781	0.182373
f1456	0.182353
f809	0.18184
f1149	0.180998
f1324	0.18078
f1533	0.180687
f1473	0.180333
f980	0.180264
f826	0.179666
f1363	0.179577
f372	0.179445
f493	0.179426
f999	0.179167
f1851	0.178574
f1018	0.178525
f720	0.178488
f73	0.178102
f233	0.178022
f1501	0.177781
f1330	0.177648
f1511	0.177612
f977	0.177448
f1667	0.177352
f1196	0.17692
f1166	0.176882
f994	0.176507
f1797	0.17633
f1366	0.176216
f1372	0.176167
f1261	0.175981
f1313	0.175907
f1838	0.175865
f523	0.175756
f1801	0.175688
f684	0.175615
f973	0.175395
f1812	0.175365
f876	0.17536
f1620	0.175358
f1837	0.175357
f838	0.175357
f455	0.17534
f716	0.175339
f1531	0.175309
f1153	0.175291
f204	0.175016
f507	0.175008
f46	0.174987
f1346	0.17492
f520	0.17456
f410	0.174381
f1485	0.174358
f229	0.174354
f1159	0.174087
f354	0.174002
f666	0.174001
f368	0.173976
f1814	0.173894
f1858	0.173857
f983	0.173766
f215	0.173647
f1629	0.173456
f646	0.173394
f830	0.173272
f664	0.173227
f1669	0.173086
f1319	0.173068
f516	0.173044
f41	0.173041
f1178	0.173007
f1464	0.173002
f350	0.172908
f970	0.172805
f1309	0.172765
f722	0.172745
f384	0.172725
f822	0.172652
f364	0.172648
f1317	0.172552
f220	0.172384
f821	0.172355
f1626	0.172298
f1660	0.172218
f381	0.17208
f1189	0.172005
f1779	0.171898
f969	0.171882
f66	0.171827
f490	0.171808
f1174	0.171773
f715	0.171756
f1022	0.171747
f812	0.171697
f694	0.171613
f1817	0.171511
f42	0.171495
f833	0.171477
f1321	0.171338
f1183	0.171277
f1168	0.171248
f1624	0.171236
f862	0.171226
f995	0.171219
f548	0.171205
f559	0.171167
f234	0.171062
f206	0.170913
f1170	0.170835
f1138	0.170726
f1506	0.17066
f1028	0.170555
f428	0.170426
f1486	0.17041
f158	0.170392
f355	0.170355
f848	0.170346
f1133	0.170328
f1841	0.170234
f978	0.170073
f170	0.170031
f1504	0.170031
f533	0.169987
f345	0.169976
f1235	0.169948
f198	0.169925
f1182	0.169835
f981	0.169809
f824	0.169742
f182	0.169733
f1255	0.169619
f1638	0.169616
f644	0.169508
f1016	0.169448
f293	0.1694
f1358	0.169344
f1190	0.169251
f1163	0.169211
f1804	0.169201
f1150	0.169065
f1534	0.169048
f75	0.169001
f328	0.168966
f1519	0.168956
f1619	0.168931
f1308	0.168856
f850	0.168688
f376	0.168596
f159	0.168585
f504	0.168523
f506	0.168403
f1635	0.168302
f858	0.168277
f58	0.168268
f665	0.168262
f1673	0.168126
f873	0.16802
f95	0.167998
f1631	0.167976
f176	0.167881
f1527	0.167757
f661	0.167491
f1625	0.167448
f60	0.167372
f358	0.167359
f197	0.167241
f1002	0.167069
f1477	0.166983
f1151	0.166906
f1498	0.166856
f1179	0.1668
f1636	0.166794
f526	0.166771
f1478	0.166696
f186	0.166662
f1484	0.166657
f284	0.166609
f474	0.166569
f1689	0.166483
f697	0.166446
f844	0.166424
f17	0.166422
f184	0.166392
f1294	0.166357
f662	0.166339
f257	0.166282
f1351	0.166278
f343	0.166188
f64	0.166162
f1787	0.166118
f1206	0.166074
f670	0.165985
f1039	0.16598
f342	0.165912
f1799	0.16591
f353	0.165904
f473	0.165802
f536	0.165785
f1654	0.165684
f831	0.16557
f1662	0.165564
f492	0.165563
f334	0.165536
f1332	0.165533
f1142	0.1655
f1465	0.165445
f1203	0.165411
f1311	0.165392
f1327	0.16536
f483	0.165305
f1322	0.165266
f680	0.165249
f1161	0.165219
f1805	0.165215
f1355	0.165193
f1644	0.165143
f496	0.165114
f1209	0.165098
f819	0.165042
f1208	0.164975
f1227	0.164965
f1228	0.164933
f806	0.164887
f849	0.164885
f1191	0.164864
f1481	0.164795
f175	0.164789
f63	0.164786
f682	0.164758
f1164	0.164682
f1340	0.164644
f131	0.164609
f1361	0.164565
f1475	0.164523
f839	0.164508
f1252	0.164498
f331	0.164442
f561	0.164363
f420	0.164337
f1825	0.164252
f1857	0.164136
f338	0.164084
f1458	0.163983
f515	0.16396
f530	0.163913
f1671	0.163871
f1364	0.163869
f52	0.163845
f1820	0.163735
f188	0.163727
f499	0.163707
f853	0.163696
f1709	0.163683
f1650	0.163681
f1011	0.163661
f1491	0.163646
f1362	0.163638
f691	0.163634
f708	0.163586
f1312	0.163545
f349	0.1635
f1696	0.163458
f658	0.163454
f988	0.163382
f808	0.163354
f1038	0.163342
f1301	0.163318
f1162	0.163249
f419	0.163163
f656	0.163145
f195	0.163091
f714	0.163047
f1815	0.163028
f1502	0.163009
f1510	0.162978
f320	0.162974
f1218	0.162952
f655	0.162944
f180	0.162864
f1352	0.162676
f163	0.162594
f1656	0.162588
f550	0.162571
f860	0.162525
f688	0.162519
f380	0.162492
f377	0.162438
f1495	0.162428
f528	0.162394
f984	0.162391
f675	0.162362
f224	0.162349
f1367	0.162305
f1836	0.162261
f1462	0.162256
f1296	0.162223
f375	0.162207
f659	0.162205
f1824	0.162182
f1017	0.162144
f1194	0.162129
f1695	0.162115
f521	0.162113
f189	0.162063
f1480	0.161964
f238	0.16195
f396	0.161946
f1640	0.161946
f1262	0.161861
f1512	0.161801
f1646	0.161759
f1143	0.161736
f43	0.161719
f57	0.161714
f1785	0.161643
f704	0.161611
f1046	0.161596
f464	0.161508
f166	0.161503
f723	0.161497
f167	0.161464
f214	0.161402
f1518	0.161342
f713	0.16132
f340	0.161268
f685	0.161231
f164	0.16122
f394	0.161211
f818	0.161201
f212	0.161171
f834	0.161147
f1338	0.161119
f399	0.161115
f1036	0.161083
f1335	0.161048
f1167	0.161041
f1792	0.16104
f1692	0.160943
f885	0.160891
f840	0.160844
f1809	0.160839
f1796	0.16065
f724	0.160603
f62	0.160532
f968	0.16046
f248	0.160447
f1310	0.160279
f1802	0.160272
f1041	0.160218
f544	0.160213
f429	0.160175
f1467	0.160174
f703	0.160133
f997	0.160116
f1850	0.160097
f1844	0.160039
f74	0.160015
f50	0.159954
f1354	0.159936
f1344	0.159922
f360	0.159871
f348	0.159865
f411	0.159862
f1618	0.159826
f1000	0.159824
f1272	0.159815
f1306	0.159812
f232	0.159777
f171	0.159678
f1345	0.159661
f1835	0.15966
f813	0.159657
f1813	0.159581
f513	0.159552
f221	0.159515
f1341	0.159495
f648	0.1594
f201	0.15936
f1026	0.15933
f1025	0.159327
f1044	0.159295
f1680	0.159293
f325	0.15929
f168	0.159262
f676	0.159187
f1148	0.15916
f852	0.159154
f1339	0.159128
f653	0.159112
f710	0.159106
f823	0.159092
f693	0.159061
f392	0.159042
f1621	0.159018
f696	0.15895
f1318	0.158917
f1460	0.158904
f370	0.158902
f542	0.158888
f1307	0.158867
f650	0.158858
f1668	0.158854
f866	0.158815
f674	0.158804
f230	0.158798
f1040	0.158711
f275	0.15868
f373	0.158661
f882	0.158646
f1795	0.158626
f1298	0.158613
f1186	0.158573
f1455	0.158535
f378	0.158484
f302	0.15848
f324	0.158407
f529	0.158395
f1333	0.158384
f1020	0.158322
f1678	0.15821
f327	0.158172
f199	0.158112
f825	0.158101
f1019	0.158063
f1659	0.158038
f486	0.158038
f875	0.157996
f1198	0.157918
f1827	0.157907
f1024	0.157882
f1027	0.157805
f1634	0.157791
f647	0.157777
f1029	0.157739
f1476	0.157729
f1811	0.157726
f667	0.157711
f1677	0.157686
f651	0.157671
f438	0.157671
f1482	0.15764
f1470	0.157464
f1347	0.157442
f77	0.157344
f149	0.157333
f700	0.157304
f1789	0.157264
f59	0.157231
f1788	0.157219
f1131	0.157214
f192	0.157165
f512	0.15716
f1185	0.157145
f1328	0.157141
f1202	0.157136
f846	0.157103
f311	0.157037
f217	0.157032
f1679	0.156994
f1742	0.156915
f1132	0.156906
f383	0.156777
f1848	0.15677
f854	0.156754
f505	0.15674
f333	0.156694
f1693	0.156676
f976	0.156625
f1370	0.156571
f1165	0.156526
f877	0.156492
f1648	0.156464
f1145	0.156408
f1135	0.156389
f45	0.156345
f1847	0.156317
f1299	0.156302
f1509	0.156244
f1009	0.156235
f363	0.15623
f351	0.156209
f1810	0.156126
f219	0.156113
f1155	0.156069
f1652	0.156062
f837	0.155956
f1499	0.155953
f1200	0.155949
f552	0.155899
f400	0.15585
f1048	0.155812
f1158	0.155805
f974	0.155775
f671	0.155764
f1031	0.155718
f560	0.155646
f1368	0.15561
f1622	0.155606
f1513	0.155545
f847	0.155545
f511	0.155506
f1627	0.155496
f1035	0.155491
f1492	0.155331
f1676	0.155322
f385	0.155303
f881	0.15526
f1305	0.155197
f169	0.155187
f1505	0.155177
f1778	0.155152
f70	0.155126
f669	0.155123
f998	0.155123
f1489	0.155088
f181	0.155066
f1474	0.15505
f1360	0.154919
f706	0.154914
f1674	0.15488
f1323	0.154824
f379	0.154819
f162	0.154798
f1823	0.15474
f239	0.154735
f1616	0.154727
f390	0.154714
f386	0.154669
f865	0.154658
f68	0.154654
f991	0.154561
f503	0.154547
f1359	0.154529
f1793	0.154523
f1653	0.154496
f1839	0.154493
f557	0.15448
f827	0.15446
f194	0.154406
f1007	0.154355
f1348	0.154341
f545	0.154332
f817	0.154192
f828	0.154166
f326	0.154163
f1365	0.15409
f1532	0.154062
f990	0.154058
f1494	0.154047
f485	0.154006
f1641	0.153989
f1291	0.153988
f558	0.153926
f1628	0.153901
f1304	0.153847
f712	0.153833
f1821	0.153776
f522	0.153758
f1010	0.153757
f174	0.153743
f398	0.153686
f1021	0.153673
f1371	0.153665
f1500	0.153658
f1517	0.153628
f1199	0.153572
f699	0.153532
f231	0.153527
f518	0.153487
f1457	0.153474
f869	0.153467
f1479	0.153458
f344	0.153449
f1130	0.15339
f218	0.153384
f39	0.153359
f1852	0.153344
f1353	0.153314
f686	0.153298
f870	0.153294
f165	0.153225
f216	0.153219
f1782	0.153142
f388	0.153038
f323	0.152994
f1288	0.152933
f883	0.152832
f104	0.152808
f223	0.1528
f1225	0.152764
f1642	0.152754
f815	0.152752
f337	0.152665
f494	0.152655
f387	0.152577
f447	0.152549
f347	0.152508
f1329	0.152495
f1315	0.15247
f200	0.152446
f1237	0.152148
f193	0.152129
f1784	0.152128
f177	0.152127
f1146	0.152091
f1136	0.152078
f695	0.152048
f1845	0.151966
f203	0.151952
f668	0.151937
f69	0.151932
f86	0.151927
f335	0.15186
f1236	0.151845
f491	0.151833
f1632	0.151791
f546	0.151788
f1840	0.15177
f971	0.151765
f371	0.151754
f240	0.151725
f1816	0.151697
f1493	0.151628
f1157	0.151595
f191	0.15153
f979	0.15153
f835	0.151523
f1684	0.151391
f1854	0.151343
f1171	0.151314
f1700	0.151314
f172	0.151299
f1683	0.151253
f61	0.151222
f989	0.151216
f867	0.151212
f701	0.151209
f1472	0.151204
f527	0.15107
f190	0.151053
f1459	0.151048
f1855	0.151015
f1173	0.151002
f1503	0.150976
f880	0.150936
f330	0.150929
f1295	0.150925
f15	0.150846
f878	0.150767
f489	0.150766
f1302	0.150753
f1154	0.150729
f1514	0.150711
f652	0.150709
f1176	0.150695
f1515	0.150663
f51	0.150655
f47	0.150615
f1139	0.150555
f1325	0.150522
f401	0.15052
f1520	0.150461
f1672	0.150448
f1690	0.150365
f122	0.150304
f502	0.150291
f1281	0.1502
f1207	0.150198
f1800	0.150181
f832	0.150181
f357	0.150111
f1469	0.15001
f856	0.149979
f185	0.149948
f718	0.149947
f1015	0.149931
f495	0.149856
f202	0.149856
f1830	0.149851
f235	0.149806
f1833	0.149802
f663	0.149791
f1843	0.149786
f1047	0.14977
f1691	0.149751
f1471	0.149735
f1336	0.149731
f65	0.14973
f1496	0.149696
f482	0.149664
f208	0.149659
f810	0.149651
f562	0.14962
f645	0.149587
f1045	0.149509
f1657	0.149489
f437	0.149475
f1350	0.14947
f871	0.14946
f1794	0.149447
f1201	0.149298
f982	0.149293
f210	0.149283
f872	0.149232
f683	0.149229
f1786	0.149221
f332	0.149104
f1490	0.149015
f1030	0.14897
f329	0.148952
f161	0.148936
f382	0.14892
f484	0.148893
f160	0.148882
f1034	0.148835
f1303	0.148745
f687	0.148717
f1688	0.148635
f1144	0.148559
f53	0.14848
f717	0.148436
f1204	0.148371
f537	0.148352
f55	0.148306
f836	0.148291
f1012	0.148285
f178	0.148213
f1004	0.148176
f1803	0.148169
f874	0.148162
f540	0.148159
f1665	0.148125
f1210	0.148111
f1645	0.148051
f1661	0.147996
f1226	0.147976
f705	0.147924
f851	0.147885
f225	0.147832
f1487	0.147799
f1245	0.14774
f366	0.147734
f361	0.147723
f49	0.147673
f510	0.147663
f465	0.147637
f1180	0.147592
f517	0.147588
f222	0.147569
f374	0.147548
f1006	0.147528
f498	0.147445
f861	0.147431
f1655	0.147404
f341	0.147268
f1497	0.147215
f1141	0.147195
f1003	0.147162
f868	0.1471
f369	0.147061
f113	0.146857
f1023	0.146853
f187	0.146837
f1177	0.146821
f500	0.146788
f1617	0.146778
f1630	0.146772
f1140	0.146712
f1826	0.146674
f1005	0.146551
f1278	0.146446
